# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCacheLockFree.nativeBytesInUse,1744180466817000000,1744180495644000000,0
FilePageCache.pageHits,1744180466817000000,1744180495644000000,0
FilePageCacheLockFree.totalPagesReclaimed,1744180466817000000,1744180495644000000,3
MappedFileStorage.storages,1744180466817000000,1744180495644000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1744180466817000000,1744180495644000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1744180466817000000,1744180495644000000,0
FilePageCache.totalPageDisposalsUs,1744180466817000000,1744180495644000000,3352
MappedFileStorage.totalBytesMapped,1744180466817000000,1744180495644000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1744180466817000000,1744180495644000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1744180466817000000,1744180495644000000,41967616
FilePageCache.maxCacheSizeInBytes,1744180466817000000,1744180495644000000,198180864
FilePageCacheLockFree.heapBytesInUse,1744180466817000000,1744180495644000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1744180466817000000,1744180495644000000,347
FilePageCacheLockFree.totalPagesWritten,1744180466817000000,1744180495644000000,0
DirectByteBufferAllocator.reclaimed,1744180466817000000,1744180495644000000,46
FilePageCache.disposedBuffers,1744180466817000000,1744180495644000000,192
FilePageCacheLockFree.totalBytesWritten,1744180466817000000,1744180495644000000,0
FilePageCacheLockFree.totalPagesHandedOver,1744180466817000000,1744180495644000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1744180466817000000,1744180495644000000,20391
FilePageCacheLockFree.housekeeperTurnsDone,1744180466817000000,1744180495644000000,59
FilePageCacheLockFree.totalPagesRequestsMs,1744180466817000000,1744180495644000000,8
DirectByteBufferAllocator.disposed,1744180466817000000,1744180495644000000,149
FilePageCache.pageLoads,1744180466817000000,1744180495644000000,192
AWTEventQueue.dispatchTimeMaxNs,1744180466817000000,1744180495644000000,0
FlushQueue.executionTimeAvgNs,1744180466817000000,1744180495644000000,0.0
ReadAction.executionsCount,1744180466817000000,1744180495644000000,118993
AWTEventQueue.dispatchTimeTotalNS,1744180466817000000,1744180495644000000,2629780347
NonBlockingReadAction.finalizedExecutionsCount,1744180466817000000,1744180495644000000,7
FlushQueue.queueSizeAvg,1744180466817000000,1744180495644000000,0.0
NonBlockingReadAction.failedExecutionTimeUs,1744180466817000000,1744180495644000000,0
AWTEventQueue.eventsDispatched,1744180466817000000,1744180495644000000,0
FlushQueue.waitingTimeMaxNs,1744180466817000000,1744180495644000000,0
FlushQueue.tasksExecuted,1744180466817000000,1744180495644000000,0
FlushQueue.waitingTimeAvgNs,1744180466817000000,1744180495644000000,0.0
FlushQueue.queueSize90P,1744180466817000000,1744180495644000000,0
FlushQueue.executionTimeMaxNs,1744180466817000000,1744180495644000000,0
WriteAction.executionsCount,1744180466817000000,1744180495644000000,4
FlushQueue.queueSizeMax,1744180466817000000,1744180495644000000,0
FlushQueue.executionTime90PNs,1744180466817000000,1744180495644000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1744180466817000000,1744180495644000000,19578
NonBlockingReadAction.failedExecutionsCount,1744180466817000000,1744180495644000000,0
AWTEventQueue.dispatchTimeAvgNs,1744180466817000000,1744180495644000000,0.0
FlushQueue.waitingTime90PNs,1744180466817000000,1744180495644000000,0
AWTEventQueue.dispatchTime90PNs,1744180466817000000,1744180495644000000,0
